circulo,partido,nome,tipo
Porto,PAN,Fernanda Pimenta Dias Roxo,efetivo
Porto,PAN,António José Guimarães Paiva Correia,efetivo
Porto,PAN,Isabel Maria dos Santos Moura,efetivo
Porto,PAN,Luís Carlos Marinho Dinis Ferreira,suplente
Porto,PAN,Maria Fátima Oliveira Nunes Torres Mano,suplente
Porto,PAN,Carlos Alberto Costa e Silva,suplente
Porto,PAN,Nuno Carvalho Freire de Almeida Adubeiro,suplente
Porto,PAN,Susana Raquel Fonseca de Campos,suplente
Porto,"Nós, Cidadãos!",José Manuel Pinho Ferreira,efetivo
Porto,"Nós, Cidadãos!",Célio José Fortuna Alves,efetivo
Porto,"Nós, Cidadãos!",Cecília Eugénia Oliveira Mendes,efetivo
Porto,"Nós, Cidadãos!",Eduardo Manuel de Barros Loureiro,efetivo
Porto,"Nós, Cidadãos!",Magda Teresa Varelas Alves,efetivo
Porto,"Nós, Cidadãos!",Nuno Vasco Marques Simões Aldeia,efetivo
Porto,"Nós, Cidadãos!",Maria José Corral Cardoso da Silva,efetivo
Porto,"Nós, Cidadãos!",Bruno José Sousa da Silva,efetivo
Porto,"Nós, Cidadãos!",Maria Luísa Martins Varelas,efetivo
Porto,"Nós, Cidadãos!",António Fernando Rodrigues Coelho,efetivo
Porto,"Nós, Cidadãos!",Cecília Maria Pacheco Ferreira,efetivo
Porto,"Nós, Cidadãos!",Maria Cândida de Barros Ferreira,efetivo
Porto,"Nós, Cidadãos!",António Pedro Cabral de Alvarenga Marques,efetivo
Porto,"Nós, Cidadãos!",Bruno Ricardo Antunes Cunha,efetivo
Porto,"Nós, Cidadãos!",Vanessa Margarida Matos Ferreira,efetivo
Porto,"Nós, Cidadãos!",Nuno Miguel Ribeiro Faria,efetivo
Porto,"Nós, Cidadãos!",Sérgio Daniel Andrade de Sousa,efetivo
Porto,"Nós, Cidadãos!",Sandra Flora Ferreira da Mota,efetivo
Porto,"Nós, Cidadãos!",Óscar Oliveira Barroso,efetivo
Porto,"Nós, Cidadãos!",Carlos Jorge Gomes Marques,efetivo
Porto,"Nós, Cidadãos!",Ana Rita Fernandes De Amorim,efetivo
Porto,"Nós, Cidadãos!",Fernando dos Santos Teixeira da Silva,efetivo
Porto,"Nós, Cidadãos!",José Manuel da Silva Ferreira Pereira,efetivo
Porto,"Nós, Cidadãos!",Alexandra Magda de Freitas Mendes Correia,efetivo
Porto,"Nós, Cidadãos!",Carolina Maria Marques da Rocha Ruas,efetivo
Porto,"Nós, Cidadãos!",José Henrique Caldas Guimarães,efetivo
Porto,"Nós, Cidadãos!",Fernanda Maria Gomes Loureiro,efetivo
Porto,"Nós, Cidadãos!",Duarte Rodrigues Mateus,efetivo
Porto,"Nós, Cidadãos!",Carla Maria da Silva Pereira e Carvalho Garcia,efetivo
Porto,"Nós, Cidadãos!",Margarida Maria Moreira da Costa,efetivo
Porto,"Nós, Cidadãos!",Adolfo Manuel Dias Carreiro Leal de Mariz,efetivo
Porto,"Nós, Cidadãos!",Maria Júlia Ferreira Fernandes Amorim,efetivo
Porto,"Nós, Cidadãos!",Maria Lúcia Paiva Seidi,efetivo
Porto,"Nós, Cidadãos!",Vítor Manuel Gonçalves Pereira,efetivo
Porto,"Nós, Cidadãos!",Cristina dos Santos Teixeira da Silva,efetivo
Porto,"Nós, Cidadãos!",Maria Angelina de Oliveira Dias Gomes,efetivo
Porto,"Nós, Cidadãos!",Alfredo Joaquim Ferreira Fernandes,efetivo
Porto,"Nós, Cidadãos!",Patrícia de Aguilar Corwissiano Domingos,efetivo
Porto,"Nós, Cidadãos!",Rosa Maria Torrado Leitão Ferreira Leal Fernandes,efetivo
Porto,"Nós, Cidadãos!",Carlos Joaquim de Sousa Nunes,efetivo
Porto,"Nós, Cidadãos!",Mariza Alexandra Alves Ferreira,suplente
Porto,"Nós, Cidadãos!",João Guilherme Paiva Seidi,suplente
Porto,"Nós, Cidadãos!",Maria Teresa Oliveira Gomes Dias,suplente
Porto,"Nós, Cidadãos!",Filomena Maria Caldas Guimarães Gomes,suplente
Porto,PPD/PSD,Sofia Helena Correia Fernandes Sousa Matos,efetivo
Porto,PPD/PSD,Rui Fernando da Silva Rio,efetivo
Porto,PPD/PSD,Paulo César Rios de Oliveira,efetivo
Porto,PPD/PSD,Catarina Leite de Faria da Rocha Ferreira,efetivo
Porto,PPD/PSD,Afonso Gonçalves da Silva Oliveira,efetivo
Porto,PPD/PSD,Hugo Miguel Sousa Carneiro,efetivo
Porto,PPD/PSD,Márcia Isabel Duarte Passos Resende,efetivo
Porto,PPD/PSD,Paulo Fernando de Sousa Ramalho,efetivo
Porto,PPD/PSD,Rui Pedro Guimarães de Melo Carvalho Lopes,efetivo
Porto,PPD/PSD,Maria Germana de Sousa Rocha,efetivo
Porto,PPD/PSD,Paulo Miguel da Silva Santos,efetivo
Porto,PPD/PSD,Joaquim José Pinto Moreira,efetivo
Porto,PPD/PSD,Andreia Carina Machado da Silva Neto,efetivo
Porto,PPD/PSD,Firmino Jorge Anjos Pereira,efetivo
Porto,PPD/PSD,António Duarte Conde Almeida da Cunha,efetivo
Porto,PPD/PSD,Rosina Patrícia Ribeiro Pereira,efetivo
Porto,PPD/PSD,César Jorge da Silva Vasconcelos,efetivo
Porto,PPD/PSD,Nuno Filipe de Sá Costa,efetivo
Porto,PPD/PSD,Ana Clara Nobre Durana,efetivo
Porto,PPD/PSD,Mariana Ferreira Ribeiro Macedo,efetivo
Porto,PPD/PSD,Mário Armando Martins Duarte,efetivo
Porto,PPD/PSD,Ana Raquel Coelho Azevedo,efetivo
Porto,PPD/PSD,Miguel Almeida Corte-Real Gomes,efetivo
Porto,PPD/PSD,Sandra Maria Araújo de Amorim,efetivo
Porto,PPD/PSD,António Manuel Moreira Coelho,efetivo
Porto,PPD/PSD,Cristiana Susete Martins Seabra,efetivo
Porto,PPD/PSD,Alberto Jorge Torres da Silva Fonseca,efetivo
Porto,PPD/PSD,Lucinda Silva Fonseca Moreira,efetivo
Porto,PPD/PSD,Maria João Esteves Magalhães,efetivo
Porto,PPD/PSD,Francisco José de Sousa Vieira,efetivo
Porto,PPD/PSD,José Miguel Pinto Pereira,efetivo
Porto,PPD/PSD,Maria José Pinto Cerqueira,efetivo
Porto,PPD/PSD,Carlos Jorge Castro Alves,efetivo
Porto,PPD/PSD,Paula Cristina Dinis Pinto,efetivo
Porto,PPD/PSD,Jorge André Soares Barbosa,efetivo
Porto,PPD/PSD,Cecília Alexandra da Costa Pereira,efetivo
Porto,PPD/PSD,Paula Susana Ribeiro Ferreira,efetivo
Porto,PPD/PSD,Carlos Alberto Freitas Miranda,efetivo
Porto,PPD/PSD,Célia da Silva Carneiro,efetivo
Porto,PPD/PSD,Alberto Amaro Guedes Machado,efetivo
Porto,PPD/PSD,David António Correia Ferreira,suplente
Porto,PPD/PSD,Sofia Raquel Baptista Soares,suplente
Porto,PPD/PSD,António Fernando Gomes de Oliveira e Silva,suplente
Porto,PPD/PSD,Ana Isabel de Freitas Lourenço,suplente
Porto,CDS/PP,Ana Filipa dos Santos Pato Correia Pinto Barbosa,efetivo
Porto,CDS/PP,Fernando Barbosa Alves Pereira,efetivo
Porto,CDS/PP,Pedro Clementino Vilas Boas Tavares,efetivo
Porto,CDS/PP,Maria Teresa Vasconcelos de Morais Sarmento Lopes,efetivo
Porto,CDS/PP,Pedro Miguel Parada Monteiro,efetivo
Porto,CDS/PP,Diogo Miguel de Sá Meireles,efetivo
Porto,CDS/PP,Cláudia Daniela Mota e Silva,efetivo
Porto,CDS/PP,José Miguel de Vilas Boas Simões Sampaio,efetivo
Porto,CDS/PP,Agostinho Jesus Gomes Guedes,efetivo
Porto,CDS/PP,Fátima Estrela Vieira Tito Botelho,efetivo
Porto,CDS/PP,Cristóvão Miguel dos Santos Neto,efetivo
Porto,CDS/PP,Jorge Maria Nunes da Silva,efetivo
Porto,CDS/PP,Sara Joana Ferreira Moreira,efetivo
Porto,CDS/PP,Ricardo António Ferreira da Silva Camizão Rossi,efetivo
Porto,CDS/PP,Tiago Ferreira da Silva Moreira Dionísio,efetivo
Porto,CDS/PP,Elizabete Gomes Teixeira,efetivo
Porto,CDS/PP,Vítor Manuel Santos Pereira,efetivo
Porto,CDS/PP,Luís Filipe da Silva,efetivo
Porto,CDS/PP,Ana Raquel Sá Reis,efetivo
Porto,CDS/PP,João Paulo Oliveira Vieira,efetivo
Porto,CDS/PP,Ricardo Miguel de Oliveira Silva,efetivo
Porto,CDS/PP,Sónia Alexandre Pinto Ribeiro,efetivo
Porto,CDS/PP,Mário Rui Oliveira Monteiro,efetivo
Porto,CDS/PP,Bernardo Rodrigues Ribeiro,efetivo
Porto,CDS/PP,Sara Moreira Machado,efetivo
Porto,CDS/PP,Jorge Miguel Félix Pinto Espanhol,efetivo
Porto,CDS/PP,Carlos António Lopes de Castro,efetivo
Porto,CDS/PP,Maria Susana Ribeiro de Freitas,efetivo
Porto,CDS/PP,Jorge Manuel Vieira de Oliveira,efetivo
Porto,CDS/PP,Carlos Daniel Moreira da Costa,efetivo
Porto,CDS/PP,Graça Sofia de Sousa Gião da Silva Moreira,efetivo
Porto,CDS/PP,José Duarte Guimarães Geraldes Malheiro,efetivo
Porto,CDS/PP,Cristina Maria Ferreira Duarte Brito Lopes,efetivo
Porto,CDS/PP,Ana Sofia Moreira da Silva Tavares,efetivo
Porto,CDS/PP,Jorge David da Costa Braga,efetivo
Porto,CDS/PP,Luís Filipe Martins Pereira,efetivo
Porto,CDS/PP,Ânia Fernandes Pereira,efetivo
Porto,CDS/PP,Pedro Miguel Nogueira Soares Pinto,efetivo
Porto,CDS/PP,Rui Jorge Pereira Cancelinha,efetivo
Porto,CDS/PP,Maria de Assunção dos Santos Carvalho,efetivo
Porto,CDS/PP,Óscar Fernando Ferreira Leal,suplente
Porto,CDS/PP,Isabel Susana de Sousa Cancela,suplente
Porto,CDS/PP,Fábio Fernando Vilas Boas Fernandes,suplente
Porto,CDS/PP,Ana Rita Ferreira Marinho,suplente
Porto,CDS/PP,Maria Teresa Amorim Pereira Soares,suplente
Porto,Volt Portugal,João Nuno Romero Alves Pessanha de Andrade,efetivo
Porto,Volt Portugal,Cátia Sofia Lopes Geraldes,efetivo
Porto,Volt Portugal,André de Almeida Eira,efetivo
Porto,Volt Portugal,Jorge Pina Rodrigues,efetivo
Porto,Volt Portugal,Liliana de Jesus Duarte da Mota,efetivo
Porto,Volt Portugal,Ricardo Manuel Vieira Pereira,efetivo
Porto,Volt Portugal,Francisco Oliveira Almeida Alves de Matos,efetivo
Porto,Volt Portugal,Inês Ferreira de Oliveira,efetivo
Porto,Volt Portugal,Daniel António Silva Gaio,efetivo
Porto,Volt Portugal,Ana João Amaral Azevedo,efetivo
Porto,Volt Portugal,Filipe Alexandre Santos Correia,efetivo
Porto,Volt Portugal,Catarina Manuela Pereira da Silva,efetivo
Porto,Volt Portugal,Ricardo Bruce Lázaro Boavida Miranda,efetivo
Porto,Volt Portugal,Maria Antónia de Romero e Silva Alves Pessanha de Andrade,efetivo
Porto,Volt Portugal,Ivo Alexandre de Brito Garcia,efetivo
Porto,Volt Portugal,Maria Fernanda Lopes da Silva Gaio,efetivo
Porto,Volt Portugal,Gustava Rocha Mendes,efetivo
Porto,Volt Portugal,Cheila Vanine de Oliveira Monteiro,efetivo
Porto,Volt Portugal,Tiago Filipe Pereira da Silva,efetivo
Porto,Volt Portugal,Denize Carla Garrocho Gomes Franco,efetivo
Porto,Volt Portugal,José Carlos da Rocha Correia,efetivo
Porto,Volt Portugal,Ana Rita Moura e Sá Cardoso da Cunha,efetivo
Porto,Volt Portugal,Tiago Daniel Silva Pereira,efetivo
Porto,Volt Portugal,Deolinda Sousa da Silva Pereira,efetivo
Porto,Volt Portugal,Carlos Miguel Sousa Ferreira,efetivo
Porto,Volt Portugal,Ana Cristina da Silva Ferreira,efetivo
Porto,Volt Portugal,Tomás Duarte Novais e Silva Lickfold,efetivo
Porto,Volt Portugal,Ângela Maria da Costa Ferreira da Silva,efetivo
Porto,Volt Portugal,Pedro Manuel Moreira da Silva Teixeira Santos,efetivo
Porto,Volt Portugal,Cristina João Correia da Cunha Mendes,efetivo
Porto,Volt Portugal,Francisco Reis Lampreia de Jesus,efetivo
Porto,Volt Portugal,Paula Patrícia Moura Barbosa,efetivo
Porto,Volt Portugal,Bernardo Álvares Ribeiro Nascimento Ferro,efetivo
Porto,Volt Portugal,Sofia Laura da Costa da Fonseca,efetivo
Porto,Volt Portugal,Francisco Alberto Costa Pardal Lança Pimentel,efetivo
Porto,Volt Portugal,Maria João Pereira dos Santos,efetivo
Porto,Volt Portugal,José Pedro dos Santos Gomes Porto,efetivo
Porto,Volt Portugal,Francisco David Barrote Pinto da Mota,efetivo
Porto,Volt Portugal,Adriana Maria Pereira Alves,efetivo
Porto,Volt Portugal,Fábio Joel Gonçalves Teixeira,efetivo
Porto,Volt Portugal,João Frederico da Cunha e Silva Roeber,suplente
Porto,Volt Portugal,Ana Beatriz Ribeiro Gomes,suplente
Porto,Volt Portugal,Paulo Rui Fonseca Pessanha de Andrade,suplente
Porto,Volt Portugal,Eurico da Costa Lima Lopes Cardoso,suplente
Porto,ADN,Miguel Dams de Carvalho,efetivo
Porto,ADN,Maria Amélia Ribeiro,efetivo
Porto,ADN,Luciano da Silva Almeida,efetivo
Porto,ADN,Gracinda do Carmo da Silva Pimenta,efetivo
Porto,ADN,Jorge Alberto Ribeiro Martins,efetivo
Porto,ADN,Ricardo Daniel Nascimento da Silva,efetivo
Porto,ADN,Maria de Lurdes Moita Mendes Arantes,efetivo
Porto,ADN,Manuel dos Santos Oliveira,efetivo
Porto,ADN,Abel da Silva Miranda,efetivo
Porto,ADN,Rosa Maria Moura Pinto Oliveira,efetivo
Porto,ADN,José Carlos Oliveira da Silva,efetivo
Porto,ADN,Renato Moreira Franco da Silva,efetivo
Porto,ADN,Carla Alexandra dos Santos Brito da Silva e Sousa,efetivo
Porto,ADN,Roberto Pereira Barbosa,efetivo
Porto,ADN,Salvador Bassarme Quadé,efetivo
Porto,ADN,Sandra Cristina Cardoso da Silva Lobo,efetivo
Porto,ADN,Valter António Guerreiro Gualdino,efetivo
Porto,ADN,Paulo Alexandre Monteiro Fernandes,efetivo
Porto,ADN,Susana Ribeiro de Miranda Jacinto Palmeiro,efetivo
Porto,ADN,Paulo Alexandre da Silva Sousa,efetivo
Porto,ADN,Nuno Jorge Pancadas Pinto dos Santos,efetivo
Porto,ADN,Ana Catarina Costa Nunes Mexia,efetivo
Porto,ADN,Gabriel Carvalho Nunes Fava,efetivo
Porto,ADN,Gilberto Ramalho Fialho,efetivo
Porto,ADN,Ana Luísa Caetano Tavares Borges,efetivo
Porto,ADN,José Fernando Barbosa Martins,efetivo
Porto,ADN,Firmino Miguel Branco Castro Ferreirinho,efetivo
Porto,ADN,Catarina Alexandra Carvalho Silva Pinto Conceição,efetivo
Porto,ADN,António Augusto Ribeiro Seixas,efetivo
Porto,ADN,António da Silva Arantes,efetivo
Porto,ADN,Filipa Isabel dos Santos Perestrelo Nogueira Fernandes,efetivo
Porto,ADN,Bruno de França Gonçalves,efetivo
Porto,ADN,Carlos Tiago Teixeira Ribeiro da Cruz Dias,efetivo
Porto,ADN,Cláudia Marina Mendes Gonçalves Rodrigues,efetivo
Porto,ADN,Carlos Aires Ferreira Rocha,efetivo
Porto,ADN,Filipe Miguel Martins Borges de Carvalho,efetivo
Porto,ADN,Daniela Aparecida Alves dos Santos Pestana Marques,efetivo
Porto,ADN,Martinho António Macarrinha Fonseca,efetivo
Porto,ADN,Marco António dos Santos e Sousa,efetivo
Porto,ADN,Isabel Maria Santos Coelho Nunes,efetivo
Porto,ADN,José Carlos Bento Lontro,suplente
Porto,ADN,Rafaela Raquel Lourenço Neves Paiva,suplente
Porto,IL,Carlos Manuel Guimarães Oliveira Pinto,efetivo
Porto,IL,Ana Patrícia Costa Gilvaz,efetivo
Porto,IL,Vicente Maria Barbedo Marques Ferreira Da Silva,efetivo
Porto,IL,João Nuno Alves Ambrósio Aguiar Monteiro,efetivo
Porto,IL,Matilde Gouveia Rocha,efetivo
Porto,IL,Rafael Corte Real de Sampaio Rafael,efetivo
Porto,IL,Tiago Emanuel Sampaio Vieira,efetivo
Porto,IL,Ariana Ofélia Figueiredo Moreira Martins,efetivo
Porto,IL,Ricardo Inácio Veloso Zamith de Passos,efetivo
Porto,IL,Tiago José Pires de Oliveira Martins,efetivo
Porto,IL,Maria Sofia Aires Pereira Correia de Matos Paixão Fontes,efetivo
Porto,IL,Frederico José de Sousa Lemos,efetivo
Porto,IL,Jorge das Neves Freitas,efetivo
Porto,IL,Ana Luísa Baptista Carvalho Magalhães da Silva,efetivo
Porto,IL,Albino Bruno da Silva Ramos,efetivo
Porto,IL,António Agostinho Cardoso da Conceição Guedes,efetivo
Porto,IL,Maria Cândida dos Santos Boia,efetivo
Porto,IL,José Ricardo da Costa Andrade,efetivo
Porto,IL,Pedro Petiz de Castro Viana,efetivo
Porto,IL,Ana Sofia Silva Neves Alves,efetivo
Porto,IL,João Resende Pinto Figueiredo,efetivo
Porto,IL,Vasco Pinho Pereira Granja,efetivo
Porto,IL,Mariana Mendes Nina Silvestre,efetivo
Porto,IL,Samantha da Silva Adalfio,efetivo
Porto,IL,José Filipe Queirós dos Santos Carneiro,efetivo
Porto,IL,Natacha Filipa da Silva Santos,efetivo
Porto,IL,António Joaquim de Lima Teixeira,efetivo
Porto,IL,Carla Sofia Aires de Sousa Neto,efetivo
Porto,IL,Camilo Filipe Da Costa Rebelo,efetivo
Porto,IL,Joana Filipa Da Silva e Sousa,efetivo
Porto,IL,Pedro Gonçalo Gomes Cecílio Oliveira Norte,efetivo
Porto,IL,Carlos Eduardo Aranha e Costa,efetivo
Porto,IL,Sandra Raquel da Costa Martins,efetivo
Porto,IL,Verónica Adelina Carvalho Branco,efetivo
Porto,IL,Pedro Miguel Vilaça Ferreira,efetivo
Porto,IL,Ana Cristina da Silva Nunes Vieira,efetivo
Porto,IL,João Pedro da Silva Monteiro,efetivo
Porto,IL,Vitor Mário da Silva Ribeiro,efetivo
Porto,IL,Rita Areias Coelho Lima,efetivo
Porto,IL,Ricardo Alberto da Fonseca Gouveia,efetivo
Porto,IL,Tiago Agusti Rangel Antas Botelho,suplente
Porto,IL,Joana Seabra Dias,suplente
Porto,IL,José Pedro da Silva Carvalho,suplente
Porto,IL,Elisa Catarina Chaves dos Santos,suplente
Porto,IL,Renato Guilherme Leite Aires Pinto,suplente
Porto,JPP,Ana Raquel Ferreira da Silva Nascimento de Jesus Teixeira,efetivo
Porto,JPP,Paula Dilai Mendes Franco Catanho,efetivo
Porto,JPP,Rui Miguel Fernandes Faria,efetivo
Porto,JPP,Cátia Patrícia Martins da Silva,efetivo
Porto,JPP,António Narciso Silva Camacho,efetivo
Porto,JPP,Edite Ferreira Camacho,efetivo
Porto,JPP,Fábia Luísa Sousa de Freitas,efetivo
Porto,JPP,Nélio de Gouveia Rodrigues Alves,efetivo
Porto,JPP,Ana Beatriz Sousa Teixeira,efetivo
Porto,JPP,José António Quintal Gouveia,efetivo
Porto,JPP,Paulo Tarsício de Gouveia Rodrigues Alves,efetivo
Porto,JPP,Zózima Maria Martins Afonseca,efetivo
Porto,JPP,Ricardo Bruno Quintal Pontes,efetivo
Porto,JPP,Paulo Sérgio Coelho de Araújo Sol,efetivo
Porto,JPP,Rubina Lisandra Barreto Freitas,efetivo
Porto,JPP,João César Teixeira Alves,efetivo
Porto,JPP,José Aníbal Nunes Fernandes,efetivo
Porto,JPP,Ana Catarina Pereira Sol,efetivo
Porto,JPP,Carla Marisa Teixeira Nunes,efetivo
Porto,JPP,Gonçalo Nuno Alves Fernandes,efetivo
Porto,JPP,Dorotea Maria Gouveia Gomes Vieira,efetivo
Porto,JPP,Zélia Maria de Gouveia Rodrigues Alves,efetivo
Porto,JPP,Rui Miguel Gouveia Gomes,efetivo
Porto,JPP,Maria Teresa Lemos de Jesus Alves,efetivo
Porto,JPP,João Manuel Escórcio Rodrigues,efetivo
Porto,JPP,Rui Rodrigues Vieira,efetivo
Porto,JPP,Carla Maria Fernandes Mendes Vieira,efetivo
Porto,JPP,Lisandra Natércia Gouveia Teixeira,efetivo
Porto,JPP,Rúben Alberto Vieira Mendonça,efetivo
Porto,JPP,Maria Fátima dos Santos Pina,efetivo
Porto,JPP,Márcia José Fernandes Pestana,efetivo
Porto,JPP,Roberto Pereira de Gouveia,efetivo
Porto,JPP,Edite Pestana Rocha Alves,efetivo
Porto,JPP,Soraia Liliana Araújo Alves,efetivo
Porto,JPP,Paulino Arlindo Freitas Spínola,efetivo
Porto,JPP,Filipa Maria Alves Nunes,efetivo
Porto,JPP,Maria José Rodrigues Barreto de Freitas,efetivo
Porto,JPP,Manuel Sidônio Gouveia de Freitas,efetivo
Porto,JPP,José Delfino Nóbrega de Freitas,efetivo
Porto,JPP,Lisandra Tatiana Sousa Nunes,efetivo
Porto,JPP,Fábio Cirilo Gouveia Reis,suplente
Porto,JPP,Maria Inês de Gouveia Reis,suplente
Porto,JPP,Manuel Cirilo Vieira dos Reis,suplente
Porto,PTP,Alexandra Letícia Agatte Rato,efetivo
Porto,PTP,José Martins Salvado,efetivo
Porto,PTP,Maria Gil da Silva,efetivo
Porto,PTP,Maria de Fátima Cabeças Vasconcelos,efetivo
Porto,PTP,João Fernando Pena Armando,efetivo
Porto,PTP,António Silvino Vicente,efetivo
Porto,PTP,Sara Alexandra Morais Dias Crespo,efetivo
Porto,PTP,Carla Rim Cabeças,efetivo
Porto,PTP,Rui Rafael dos Reis Maia,efetivo
Porto,PTP,Maria da Conceição Pereira da Cunha Cardoso,efetivo
Porto,PTP,Rita Isabel Soares Brito Fonseca,efetivo
Porto,PTP,José Luís dos Santos Pires,efetivo
Porto,PTP,Emília Branca de Morais Monteiro,efetivo
Porto,PTP,Maria de Fátima Cabeças Vasconcelos,efetivo
Porto,PTP,José Vítor Calado Marques,efetivo
Porto,PTP,Maria Gabriela Pires Rocha Cortes,efetivo
Porto,PTP,António Silvino Vicente,efetivo
Porto,PTP,Paula Cristina Pinto Rodrigues,efetivo
Porto,PTP,Ezequiel Jacinto Vicente,efetivo
Porto,PTP,Maria José Alves Carreira da Silva,efetivo
Porto,PTP,Hermínia D’Oliveira Ferreira Sobreiro,efetivo
Porto,PTP,Anacleto Marques Fernandes,efetivo
Porto,PTP,Mara Tatiana Paulino Pereira,efetivo
Porto,PTP,Rute Marlene Morais Dias,efetivo
Porto,PTP,Pedro Miguel Pessoa dos Santos,efetivo
Porto,PTP,Gabriela Luna Pina Serfaty,efetivo
Porto,PTP,Rafaela Alexandra Pereira Freitas,efetivo
Porto,PTP,Bruno Miguel Teixeira Gomes,efetivo
Porto,PTP,Andreia Rodrigues Seabra,efetivo
Porto,PTP,Carlos Alberto Viegas Simão,efetivo
Porto,PTP,Milene Augusta da Silva Fonseca,efetivo
Porto,PTP,Sandro da Silva Serrano,efetivo
Porto,PTP,Rosa Mota Morais Dias,efetivo
Porto,PTP,Paulo Jorge Sobral Castro,efetivo
Porto,PTP,Maria da Conceição Balão,efetivo
Porto,PTP,Emanuel Caramelo Cabeças,efetivo
Porto,PTP,Inácio Flores Cabeça,efetivo
Porto,PTP,Fernanda Aline da Silva Manuel,efetivo
Porto,PTP,José Justino Nunes Fernandes,efetivo
Porto,PTP,Leonardo Alves Serrano,efetivo
Porto,PTP,Gonçalo Nuno da Silva Soares,suplente
Porto,PTP,Luís Miguel Modesto Cabeça,suplente
Porto,Ergue-te,Bruno Miguel Benigno Rebelo,efetivo
Porto,Ergue-te,Márcia Alexandra Pinto Torres,efetivo
Porto,Ergue-te,Philippe Carvalho Atgé,efetivo
Porto,Ergue-te,Rosa Maria Moreira Faria,efetivo
Porto,Ergue-te,Lélio Moreira Martins,efetivo
Porto,Ergue-te,Rute Mariana Sousa Vieira,efetivo
Porto,Ergue-te,António Maria Rendeiro Porto Soares,efetivo
Porto,Ergue-te,Inês Maria Fonseca Tavares,efetivo
Porto,Ergue-te,Francisco Luís da Fonseca e Castro Serrano Socorro,efetivo
Porto,Ergue-te,Maria Umbelina Soares Benigno,efetivo
Porto,Ergue-te,Vítor Domingos Ribeiro de Oliveira,efetivo
Porto,Ergue-te,Paula Cristina da Silva Cardoso,efetivo
Porto,Ergue-te,Diogo Cruz Almeida Azevedo Vasconcelos,efetivo
Porto,Ergue-te,Nuria Alexandra Torres Neves,efetivo
Porto,Ergue-te,Tiago André Teixeira Batista,efetivo
Porto,Ergue-te,Anabela da Silva Conceição,efetivo
Porto,Ergue-te,Filipe Miguel Machado Martins Gomes da Silva,efetivo
Porto,Ergue-te,Rosinda Maria da Silva Santos,efetivo
Porto,Ergue-te,Manuel António Castro da Silva Carvalho,efetivo
Porto,Ergue-te,Ana Maria Regufe Gomes da Silva,efetivo
Porto,Ergue-te,Secundino João Barros Lopes,efetivo
Porto,Ergue-te,Sónia Alexandra Gonçalves Espojeiro,efetivo
Porto,Ergue-te,António Augusto Ribeiro Pereira,efetivo
Porto,Ergue-te,Ana Sofia da Silva Santos,efetivo
Porto,Ergue-te,Paula Cristina Palmeira Cardoso,efetivo
Porto,Ergue-te,António Manuel Rodrigues Barbosa,efetivo
Porto,Ergue-te,Maria Margarida Pereira Martins da Nova Caseira,efetivo
Porto,Ergue-te,Olga Maria Moura Augusto dos Santos,efetivo
Porto,Ergue-te,Pedro Lages de Lima,efetivo
Porto,Ergue-te,Cláudia Sofia Ferreira Moreira,efetivo
Porto,Ergue-te,Francisco José Freitas da Silva,efetivo
Porto,Ergue-te,Carla Maria Ribeiro Torres,efetivo
Porto,Ergue-te,Eduardo Manuel Cadilhe Rajão,efetivo
Porto,Ergue-te,Cristina Isabel da Silva Faria,efetivo
Porto,Ergue-te,Daniel Maio Gomes,efetivo
Porto,Ergue-te,Carla Sofia Gomes de Araújo Silva Dias,efetivo
Porto,Ergue-te,Manuel José Trocado,efetivo
Porto,Ergue-te,Celina Gomes de Araújo Silva,efetivo
Porto,Ergue-te,Manuel Agonia Nunes da Silva,efetivo
Porto,Ergue-te,Maria Manuela Silva Santos,efetivo
Porto,Ergue-te,Elisabete Maria Gonçalves Teixeira,suplente
Porto,Ergue-te,Bruno Miguel Rodrigues Lopes,suplente
Porto,Ergue-te,António João Coentrão Novo,suplente
Porto,Ergue-te,Maria de Lurdes Pinheiro de Oliveira Moura,suplente
Porto,Ergue-te,Vitória Maria Pinheiro da Rocha,suplente
Porto,PS,Alexandre Tiedke Quintanilha,efetivo
Porto,PS,Maria do Rosário Gamboa Lopes de Carvalho,efetivo
Porto,PS,João Pedro Soeiro de Matos Fernandes,efetivo
Porto,PS,Maria Isabel Solnado Porto Oneto,efetivo
Porto,PS,João Paulo Moreira Correia,efetivo
Porto,PS,Ana Paula Mata Bernardo,efetivo
